Date,Open,High,Low,Close,Adj Close,Volume
09-02-1996,18.118401,18.8993,17.5014,18.5089,2.794759,454624685
12-02-1996,18.0403,18.3526,17.1031,17.3491,2.619634,444182462
13-02-1996,17.1812,19.0672,17.032801,18.391701,2.777062,465868482
14-02-1996,18.8603,19.1297,18.2628,18.4034,2.778829,284567545
15-02-1996,17.9622,18.547899,17.806,18.1105,2.734602,319621659
16-02-1996,17.806,17.981701,17.6537,17.7904,2.686269,226593039
19-02-1996,18.118401,18.368299,17.8645,17.969999,2.713387,236918099
20-02-1996,17.9622,18.0364,16.790701,17.021099,2.570107,292189535
21-02-1996,null,null,null,null,null,null
22-02-1996,17.415501,18.0403,17.263201,17.919201,2.705717,280498215
23-02-1996,17.8841,17.9231,17.431101,17.7279,2.676831,249656203
26-02-1996,17.9231,18.2941,17.6537,17.766899,2.68272,249137613
27-02-1996,17.8685,17.9622,17.263201,17.5639,2.652068,248008880
28-02-1996,17.903601,18.102699,17.610701,17.649799,2.665039,195587768
29-02-1996,17.493601,17.556101,16.439301,16.544701,2.498174,319055691
01-03-1996,16.673599,16.884399,16.287001,16.638399,2.512321,330610002
04-03-1996,16.712601,16.790701,16.275299,16.4666,2.486381,307859272
05-03-1996,null,null,null,null,null,null
06-03-1996,16.751699,17.1656,16.6033,17.052299,2.574819,248632468
07-03-1996,17.290501,17.5912,17.122601,17.204599,2.597815,390607648
08-03-1996,16.986,17.1812,16.7712,17.114799,2.584256,295707623
11-03-1996,16.868799,17.220301,16.802401,17.1695,2.592515,288513950
12-03-1996,17.1422,18.586901,17.0641,18.052,2.725768,367109765
13-03-1996,17.571699,17.8255,17.356899,17.7435,2.679187,264112056
14-03-1996,17.7279,17.9153,17.610701,17.739599,2.678597,273207866
15-03-1996,17.645901,17.7006,17.025,17.157801,2.590749,284560502
18-03-1996,16.9821,17.025,16.314301,16.376801,2.472821,305076173
19-03-1996,16.3221,16.6189,15.0336,15.3694,2.320709,474215218
20-03-1996,null,null,null,null,null,null
21-03-1996,16.0098,16.6423,16.0098,16.470501,2.48697,306511579
22-03-1996,16.1621,16.1621,15.5021,15.8028,2.38615,308507189
25-03-1996,16.005899,16.095699,15.4826,15.7091,2.372002,209001319
26-03-1996,15.6193,15.9317,15.1117,15.6076,2.356675,243386388
27-03-1996,16.166,16.396299,16.091801,16.1621,2.440403,172456739
28-03-1996,16.205,16.454901,16.150299,16.3729,2.472232,164309756
29-03-1996,16.353399,16.458799,16.1035,16.1542,2.439209,149017118
01-04-1996,16.224501,16.3612,16.0879,16.306499,2.462206,113153107
02-04-1996,16.3417,16.5564,16.185499,16.349501,2.4687,167974458
03-04-1996,16.716499,16.900101,16.4471,16.4862,2.489341,135793076
04-04-1996,16.3221,16.3456,16.119101,16.290899,2.459851,110561438
05-04-1996,null,null,null,null,null,null
08-04-1996,16.4979,16.6502,16.392401,16.564301,2.501133,104283940
09-04-1996,16.7712,16.9625,16.4979,16.583799,2.504077,146377431
10-04-1996,16.790701,16.864901,16.5096,16.576,2.5029,130339559
11-04-1996,16.4198,16.517401,16.3104,16.4042,2.476959,98969354
12-04-1996,16.4042,16.986,16.33,16.853201,2.544756,155943173
15-04-1996,17.1812,17.630301,17.146099,17.2866,2.610197,217890973
16-04-1996,17.3374,17.5522,17.1812,17.325701,2.616101,177809099
17-04-1996,17.806,18.254999,17.6381,18.0637,2.727536,187442066
18-04-1996,18.625999,19.153099,18.481501,19.0555,2.877293,313725740
19-04-1996,19.2117,19.5632,19.020399,19.1766,2.895578,300782761
22-04-1996,19.367901,19.4069,18.469801,18.5674,2.803592,264176719
23-04-1996,18.395599,18.6455,18.1574,18.442499,2.784733,260702167
24-04-1996,19.2976,20.1567,19.227301,19.938,3.010545,244538169
25-04-1996,20.070801,20.500299,18.586901,18.9228,2.857255,283543810
26-04-1996,18.8993,19.3249,18.4307,19.0907,2.882608,289172751
29-04-1996,18.8993,18.997,18.5674,18.9345,2.859023,192505679
30-04-1996,18.8993,19.524099,18.7822,19.1063,2.884963,196289465
01-05-1996,20.8517,21.078199,20.636999,20.7775,3.137307,226512370
02-05-1996,20.6175,20.8986,20.305099,20.7932,3.139677,231768694
03-05-1996,20.613501,20.7346,20.226999,20.3207,3.068332,225624365
06-05-1996,19.8365,19.945801,19.079,19.1805,2.896168,270214130
07-05-1996,19.153099,19.5592,19.079,19.414801,2.931546,250805424
08-05-1996,19.0555,19.7974,18.821199,19.520201,2.94746,359177261
09-05-1996,19.153099,19.5553,18.9384,19.0438,2.875526,278596078
10-05-1996,18.586901,18.9501,18.4737,18.8447,2.845463,277174758
13-05-1996,19.094601,19.3601,18.985201,19.243,2.905604,182121718
14-05-1996,19.2117,19.906799,19.1141,19.777901,2.986372,297622564
15-05-1996,19.4655,19.992701,19.059401,19.8209,2.992865,419332404
16-05-1996,20.0513,20.344101,19.8013,19.934099,3.009957,314778926
17-05-1996,19.524099,19.7584,19.430401,19.5397,2.950405,258431256
20-05-1996,19.289801,19.3211,18.868099,18.926701,2.857844,149088824
21-05-1996,18.8134,19.0555,18.7041,18.8603,2.847818,208578124
22-05-1996,19.0555,19.1492,18.9032,18.9618,2.863145,145990089
23-05-1996,18.8368,18.9149,18.711901,18.805599,2.839559,134721324
24-05-1996,18.985201,19.0399,18.883699,18.9813,4.20898,108247631
27-05-1996,18.821199,18.821199,18.391701,18.422899,4.085159,176404424
28-05-1996,18.0403,18.0403,17.614599,17.8255,3.95269,249405871
29-05-1996,18.200399,19.094601,18.200399,18.840799,4.177825,235277819
30-05-1996,18.9774,19.032101,18.376101,18.497101,4.101613,241431112
31-05-1996,18.762699,18.7822,18.438601,18.6143,4.1276,203873041
03-06-1996,18.9774,19.250799,18.8603,19.184401,4.254017,223537201
04-06-1996,19.520201,19.6373,18.5674,18.910999,4.193392,328794937
05-06-1996,19.1336,19.1336,18.622101,18.790001,4.166562,152602430
06-06-1996,19.0516,19.445999,18.9774,19.098499,4.234968,151339888
07-06-1996,18.829,19.172701,18.801701,19.0828,4.231487,102387566
10-06-1996,19.0165,19.094601,18.821199,18.910999,4.193392,82991024
11-06-1996,18.821199,18.9384,18.6572,18.762699,4.160507,112323363
12-06-1996,19.0555,19.246901,18.907101,19.047701,4.223704,91595775
13-06-1996,19.0165,19.121901,18.910999,18.973499,4.207251,53464054
14-06-1996,19.0555,19.2117,18.993,19.172701,4.251422,56080692
17-06-1996,19.231199,19.231199,18.864201,18.910999,4.193392,49302530
18-06-1996,18.821199,18.821199,18.2043,18.4268,4.086023,87387514
19-06-1996,18.4307,18.5089,17.7318,17.876301,3.963954,109371883
20-06-1996,17.7279,17.981701,17.5326,17.903601,3.970007,130129563
21-06-1996,17.798201,17.9153,17.3062,17.4077,3.860044,161408214
24-06-1996,17.267099,17.415501,16.993799,17.2593,3.827138,140622364
25-06-1996,17.3374,17.415501,16.5564,16.8962,3.746624,159642448
26-06-1996,17.0016,17.0016,16.49,16.5721,3.674756,135377564
27-06-1996,16.4198,17.025,16.2167,16.868799,3.740547,246320582
28-06-1996,17.025,17.3179,16.521299,16.6814,3.698993,347206158
01-07-1996,16.482201,17.0016,16.1269,16.302601,3.614996,253042403
02-07-1996,16.314301,16.470501,15.8536,15.959,3.538805,259705962
03-07-1996,15.7364,15.7716,14.7212,14.8891,3.301561,295091718
04-07-1996,14.6236,15.2913,14.3854,14.8344,3.289433,368830715
05-07-1996,14.975,15.1117,14.4127,14.6118,3.240073,272145077
08-07-1996,14.9125,16.166,14.5689,14.7251,3.265195,159032944
09-07-1996,14.6079,16.166,13.4326,14.0027,3.105008,247708610
10-07-1996,13.5107,14.0534,13.4404,13.7645,3.052189,219424335
11-07-1996,13.9402,14.2526,13.7098,13.7996,3.059972,209494299
12-07-1996,13.7059,13.7411,13.1631,13.2842,2.945685,314976758
15-07-1996,13.1983,14.6821,12.9718,14.0222,3.109332,662383309
16-07-1996,15.6193,16.958599,15.6193,16.9352,3.755272,392528351
17-07-1996,16.3221,17.8841,16.056601,17.235901,3.821949,509950541
18-07-1996,17.4897,18.098801,17.4897,18.0676,4.006373,387948754
19-07-1996,18.2316,18.973499,18.2316,18.9618,4.204656,179919952
22-07-1996,18.3526,19.3445,17.524799,18.6807,4.142324,185440693
23-07-1996,19.367901,19.6178,18.458099,18.840799,4.177825,223098640
24-07-1996,18.3566,18.3566,16.958599,17.005501,3.770859,204707267
25-07-1996,16.853201,17.1031,16.1581,16.2402,3.601159,271383838
26-07-1996,16.166,16.5096,15.8067,16.247999,3.602889,244162992
29-07-1996,16.4666,17.0445,16.368999,16.5721,3.674756,202234681
30-07-1996,16.33,16.4002,15.7442,16.134701,3.577765,188324309
31-07-1996,16.243999,16.927401,15.4475,16.697001,3.702452,191834074
01-08-1996,17.021099,17.1812,16.290899,16.392401,3.634908,262293790
02-08-1996,16.337799,16.5135,16.0488,16.169901,3.585571,166402042
05-08-1996,16.134701,16.2362,15.8575,15.9199,3.530135,104919693
06-08-1996,15.8536,16.3612,15.7091,16.084,3.566523,151179829
07-08-1996,16.1464,16.517401,16.0488,16.443199,3.646173,139841918
08-08-1996,16.548599,16.6502,16.0488,16.122999,3.575171,131213479
09-08-1996,16.150299,16.353399,16.0098,16.2519,3.603754,108804635
12-08-1996,16.3221,16.443199,16.1738,16.247999,3.602889,88415090
13-08-1996,16.205,16.4744,16.150299,16.3417,3.623666,89804399
14-08-1996,16.060499,16.3612,16.060499,16.119101,3.574306,78644473
15-08-1996,null,null,null,null,null,null
16-08-1996,16.1269,16.2362,15.9746,16.119101,3.574306,69113944
19-08-1996,16.0488,16.0879,15.3147,15.4045,3.415848,102829327
20-08-1996,15.2483,15.8926,15.1624,15.5724,3.453079,160974775
21-08-1996,15.9941,16.353399,15.8926,16.353399,3.626261,141181289
22-08-1996,16.868799,16.9821,16.3729,16.470501,3.652227,214735258
23-08-1996,16.4783,16.8493,16.4002,16.669701,3.696398,160089331
26-08-1996,16.517401,16.6658,16.275299,16.3417,3.623666,127729964
27-08-1996,16.3221,16.4198,16.0879,16.2089,3.594218,137974355
28-08-1996,16.243999,16.6931,16.243999,16.6619,3.694669,78586212
29-08-1996,16.7087,16.747801,16.470501,16.505699,3.660033,79640037
30-08-1996,16.4862,16.5721,16.4081,16.521299,3.663491,55899506
02-09-1996,16.564301,16.669701,16.4862,16.611099,3.683404,53994168
03-09-1996,16.669701,16.7829,16.095699,16.1933,3.59076,126227334
04-09-1996,16.107401,16.2519,16.017599,16.212799,3.595083,62027829
05-09-1996,16.2792,16.4979,16.2792,16.454901,3.648768,65615703
06-09-1996,16.521299,16.544701,16.2519,16.318199,3.618456,51134881
09-09-1996,16.314301,16.3221,16.1269,16.1933,3.59076,49398566
10-09-1996,16.1777,16.1777,15.9512,16.0488,3.558717,66093958
11-09-1996,16.017599,16.2362,15.7833,15.877,3.520622,57020556
12-09-1996,15.7755,15.8692,15.5021,15.7598,3.494634,124204833
13-09-1996,15.8497,15.8809,15.5841,15.6232,3.464344,83178613
16-09-1996,15.5451,15.5451,14.9476,15.0648,3.340522,95643337
17-09-1996,15.0765,15.4631,15.057,15.2913,3.390747,81027425
18-09-1996,15.2288,16.205,15.2093,16.0371,3.556123,93192519
19-09-1996,16.084,16.2089,15.385,15.4592,3.427978,112381625
20-09-1996,15.4319,15.6935,15.3069,15.3733,3.408929,72720384
23-09-1996,15.3108,15.385,15.0062,15.1741,3.364759,74556576
24-09-1996,15.2288,15.4553,15.1897,15.2913,3.390747,60399073
25-09-1996,15.4553,15.6974,15.3459,15.4006,3.414983,67731037
26-09-1996,15.3225,15.3772,15.0336,15.1585,3.361299,60141699
27-09-1996,15.1468,15.1468,14.6157,14.6938,3.258256,118018248
30-09-1996,14.604,14.9867,14.4791,14.9203,3.30848,113717794
01-10-1996,14.9945,15.0609,14.7251,14.8813,3.299832,85135810
02-10-1996,null,null,null,null,null,null
03-10-1996,15.0336,15.221,14.7056,14.8149,3.285109,69793232
04-10-1996,14.8969,15.014,14.5455,14.893,3.302426,82331583
07-10-1996,14.9281,14.9281,14.0964,14.604,3.238342,124407788
08-10-1996,14.5337,14.8383,14.1784,14.6665,3.252202,89927964
09-10-1996,14.8383,14.9945,14.6236,14.8578,3.294621,80167591
10-10-1996,14.8149,15.3069,14.7446,15.2561,3.382942,88899748
11-10-1996,15.3264,15.5021,15.0804,15.2366,3.378618,99797818
14-10-1996,15.0921,15.1507,14.7251,14.7875,3.279032,73911860
15-10-1996,14.6938,14.9555,14.5064,14.7446,3.26952,74154509
16-10-1996,14.9984,15.0687,14.6704,14.7212,3.264331,63683476
17-10-1996,14.647,15.2288,14.5142,15.0999,3.348305,128315138
18-10-1996,15.1897,15.4631,14.9789,15.2132,3.373429,205462743
21-10-1996,null,null,null,null,null,null
22-10-1996,15.3264,16.0488,15.3264,15.7559,3.493769,184973322
23-10-1996,16.5721,16.7673,16.3221,16.673599,3.697262,146937636
24-10-1996,16.7868,17.251499,16.290899,16.454901,3.648768,303877654
25-10-1996,16.396299,16.8102,16.365101,16.7087,3.705046,140434775
28-10-1996,16.790701,16.868799,16.439301,16.521299,3.663491,90935693
29-10-1996,16.443199,16.868799,16.091801,16.263599,3.606348,116754426
30-10-1996,null,null,null,null,null,null
31-10-1996,15.9746,15.9746,15.588,15.7755,3.498115,79985764
01-11-1996,15.8887,16.868799,15.2639,15.3655,3.407201,80726515
04-11-1996,15.2288,15.2288,14.5884,14.7368,3.26779,100510398
05-11-1996,14.6938,14.8891,14.3697,14.4595,3.2063,78469689
06-11-1996,14.1472,14.4674,13.7567,14.2877,3.168205,171489345
07-11-1996,14.4791,14.5533,14.2916,14.4869,3.212376,90381250
08-11-1996,14.565,14.6899,14.0964,14.6157,3.240937,71520585
11-11-1996,14.2721,14.522,14.1198,14.3268,3.176875,73381746
12-11-1996,null,null,null,null,null,null
13-11-1996,14.2135,14.6626,14.2135,14.5806,3.233154,41866208
14-11-1996,14.5259,14.604,14.319,14.3893,3.190734,36122665
15-11-1996,14.3424,14.6743,14.2956,14.5728,3.231424,40964118
18-11-1996,14.6431,15.0101,14.6431,14.9711,3.319744,73395191
19-11-1996,15.0062,15.0687,14.6392,14.7837,3.27819,67460218
20-11-1996,14.7993,14.7993,14.2213,14.2799,3.166475,53177869
21-11-1996,14.2565,14.4166,13.8894,14.03,3.111062,95861016
22-11-1996,13.8777,14.112,13.7957,13.8894,3.079885,106095803
25-11-1996,13.8426,14.8617,13.5693,14.5533,3.2271,163333399
26-11-1996,14.8071,15.2015,14.2956,14.7915,3.27992,182050011
27-11-1996,14.2916,14.2916,13.8426,14.1823,3.144833,101698033
28-11-1996,14.2135,14.3658,14.0183,14.1081,3.12838,59441282
29-11-1996,14.2057,14.3151,14.0808,14.1589,3.139644,46052701
02-12-1996,14.0769,14.2877,13.991,14.1237,3.131839,33450327
03-12-1996,14.0574,14.5572,14.0339,14.237,3.156963,91518306
04-12-1996,14.1355,14.1355,13.8309,14.0378,3.112791,61702590
05-12-1996,13.909,14.44,13.8035,14.2799,3.166475,86467497
06-12-1996,14.3502,14.4439,14.2135,14.3034,3.171686,50965859
09-12-1996,14.2135,14.4127,14.2018,14.2799,3.166475,37205942
10-12-1996,14.2135,14.2448,13.9441,14.0339,3.111926,50235352
11-12-1996,14.0925,15.0179,14.0925,15.014,3.329257,93510076
12-12-1996,15.1507,15.2561,14.6275,14.686,3.256526,111052498
13-12-1996,14.6118,14.7602,14.4713,14.6899,3.25739,57848379
16-12-1996,14.7837,15.3069,14.7837,15.2132,3.373429,90801244
17-12-1996,15.1897,15.3147,14.8539,15.0101,3.328393,77183458
18-12-1996,15.2288,15.5217,15.1234,15.2327,3.377753,90399177
19-12-1996,15.1897,15.424,15.0531,15.2405,3.379482,61119337
20-12-1996,15.4319,16.0488,15.4319,15.9317,3.532751,164133692
23-12-1996,16.005899,16.005899,15.588,15.6935,3.479932,95147795
24-12-1996,15.6505,15.7755,15.5021,15.6622,3.472992,69870061
25-12-1996,null,null,null,null,null,null
26-12-1996,15.9317,16.458799,15.9317,16.380699,3.632314,66160542
27-12-1996,null,null,null,null,null,null
30-12-1996,null,null,null,null,null,null
31-12-1996,16.458799,16.4783,16.017599,16.138599,3.57863,47716030
01-01-1997,16.3612,17.220301,16.3612,17.1343,3.79942,129305581
02-01-1997,17.177299,17.1812,16.6814,16.7283,3.709392,95362914
03-01-1997,16.5994,16.9664,16.5994,16.9235,3.752676,89838971
06-01-1997,17.025,17.1031,16.751699,16.8141,3.728417,60139778
07-01-1997,16.7985,17.0602,16.697001,16.931299,3.754406,88169240
08-01-1997,17.3335,17.567801,17.0641,17.2085,3.815873,123788041
09-01-1997,17.083599,17.329599,16.9743,17.1695,3.807225,92182229
10-01-1997,17.4545,17.524799,17.278799,17.3843,3.854855,92862158
13-01-1997,17.1812,17.415501,17.0641,17.356899,3.84878,76475999
14-01-1997,17.493601,18.391701,17.3062,18.0481,4.002049,98356010
15-01-1997,18.3526,19.3132,18.239401,19.3132,4.282577,167971257
16-01-1997,20.6682,20.6682,18.547899,18.833,4.176096,194842535
17-01-1997,18.196501,19.289801,18.196501,19.0282,4.21938,166676063
20-01-1997,19.0555,19.094601,18.2199,18.3487,4.068706,98414911
21-01-1997,18.2355,18.5089,17.813801,17.9895,3.989055,103892757
22-01-1997,18.5089,19.250799,18.5089,19.2195,4.2618,133652132
23-01-1997,null,null,null,null,null,null
24-01-1997,19.6803,20.394899,19.6803,20.2348,4.486936,237872049
27-01-1997,20.695601,21.4765,20.5784,20.9533,4.646258,236198476
28-01-1997,21.378901,21.566299,20.9025,21.496,4.7666,153164556
29-01-1997,22.4918,22.4918,20.9533,21.4179,4.74928,230196279
30-01-1997,21.0079,21.7498,20.968901,21.394501,4.744093,270968966
31-01-1997,20.972799,21.320299,20.6175,20.9142,4.637589,234209268
03-02-1997,20.266001,20.676001,19.524099,19.7623,4.382162,176487015
04-02-1997,19.7271,20.922001,19.649,20.601801,4.568316,222820778
05-02-1997,21.203199,21.3906,20.406601,20.543301,4.555345,168059609
06-02-1997,20.543301,21.109501,20.269899,20.8752,4.628941,203623990
07-02-1997,20.968901,21.5117,20.7736,21.371099,4.738903,207596004
10-02-1997,21.378901,21.4375,20.922001,21.292999,4.721586,147662382
11-02-1997,21.1602,21.628799,21.086,21.4687,4.760546,116029040
12-02-1997,21.4765,21.730301,21.211,21.3867,4.742362,115103261
13-02-1997,21.2617,21.472601,21.1329,21.308599,4.725043,92560608
14-02-1997,21.242201,21.4765,21.2227,21.398399,4.744957,66008807
17-02-1997,21.6717,21.867001,21.3594,21.488199,4.76487,106882651
18-02-1997,21.5156,21.5156,20.7932,20.9494,4.645393,114646774
19-02-1997,21.0938,21.367201,20.8088,21.308599,4.725043,132753243
20-02-1997,21.242201,21.3594,20.9806,21.0977,4.678279,95699037
21-02-1997,20.9298,21.035299,20.726801,20.7971,4.611621,91607939
24-02-1997,20.6409,20.6565,19.918501,20.0161,4.43844,109430784
25-02-1997,19.9146,20.996201,19.7623,20.422199,4.528491,234650389
26-02-1997,20.2973,20.7346,20.180099,20.6057,4.56918,117710936
27-02-1997,20.7034,21.1446,20.6877,21.062599,4.670495,127714598
28-02-1997,22.7456,23.3508,22.3356,22.9408,5.086973,75485556
03-03-1997,23.9834,24.4832,23.702299,23.834999,5.285257,153220256
04-03-1997,23.9366,24.205999,23.6203,24.0459,5.332023,133885818
05-03-1997,24.8347,24.9869,23.2883,23.7374,5.263615,286664953
06-03-1997,23.358601,23.6632,23.1556,23.483601,5.207336,190897411
07-03-1997,null,null,null,null,null,null
10-03-1997,22.9916,22.9916,22.2262,22.3512,4.956234,175525383
11-03-1997,22.179399,22.4137,20.9298,21.1602,4.692137,259523496
12-03-1997,21.9373,22.1677,21.445299,21.7694,4.827223,199504082
13-03-1997,21.9802,22.011499,21.3515,21.484301,4.764005,127130064
14-03-1997,21.242201,22.2575,21.1485,21.9177,4.860108,310433014
17-03-1997,22.0193,22.3356,21.7577,22.2223,4.927653,217129094
18-03-1997,22.218399,22.874399,22.1481,22.5152,4.9926,211827313
19-03-1997,22.9564,23.058001,21.945101,22.050501,4.889556,162368566
20-03-1997,21.906,22.4879,21.652201,22.1989,4.922462,196672965
21-03-1997,22.4918,22.718201,22.355101,22.5347,4.996924,135992189
24-03-1997,null,null,null,null,null,null
25-03-1997,22.706499,22.8041,22.3395,22.5347,4.996924,145666771
26-03-1997,22.784599,23.1087,22.690901,22.780701,5.051473,190840430
27-03-1997,22.687,22.858801,22.5308,22.7729,5.049744,102175008
28-03-1997,null,null,null,null,null,null
31-03-1997,21.179701,21.179701,20.496401,20.523701,4.550997,1667170
01-04-1997,18.926701,20.769699,18.743099,20.391001,4.521573,219080529
02-04-1997,21.078199,21.230499,20.480801,20.7346,4.597764,169075021
03-04-1997,20.769699,21.0665,20.555,20.922001,4.639318,133249425
04-04-1997,20.6096,20.910299,20.4652,20.832199,4.619405,89391448
07-04-1997,20.754101,20.769699,20.484699,20.6213,4.572639,81159314
08-04-1997,null,null,null,null,null,null
09-04-1997,21.2344,21.488199,21.0977,21.4179,4.74928,161342270
10-04-1997,21.125099,21.2227,20.012199,20.7815,4.608164,157285745
11-04-1997,20.070801,21.1602,20.035601,20.9142,4.637589,129400336
14-04-1997,null,null,null,null,null,null
15-04-1997,20.910299,21.0392,20.586201,20.738501,4.598629,86772249
16-04-1997,null,null,null,null,null,null
17-04-1997,21.0079,21.933399,20.9142,21.843599,4.843677,164791853
18-04-1997,null,null,null,null,null,null
21-04-1997,21.9841,23.3743,21.9529,23.3664,5.181347,186192328
22-04-1997,23.897499,24.8347,23.1985,23.651501,5.244567,332214429
23-04-1997,24.2099,24.288,23.8584,23.944401,5.309515,175044567
24-04-1997,24.042,24.112301,23.671,23.7882,5.274879,128416935
25-04-1997,23.6593,23.9053,23.6085,23.8545,5.289581,110871312
28-04-1997,23.819401,24.0224,23.702299,23.834999,5.285257,79307116
29-04-1997,23.745199,23.8741,23.671,23.8311,5.284391,71546834
30-04-1997,24.4051,24.580799,24.1318,24.186399,5.363178,155422663
01-05-1997,null,null,null,null,null,null
02-05-1997,23.975599,24.049801,23.7999,23.846701,5.287852,74678861
05-05-1997,23.5226,23.624201,23.2962,23.362499,5.180483,117870994
06-05-1997,23.4289,23.741301,23.3547,23.6476,5.243702,90767952
07-05-1997,23.741301,23.741301,23.4445,23.4914,5.209066,63187294
08-05-1997,23.499201,23.6164,23.382099,23.5734,5.227248,45432954
09-05-1997,23.624201,23.655399,23.468,23.5226,5.215984,38984513
12-05-1997,23.507,23.565599,22.812,22.874399,5.072249,125024333
13-05-1997,22.843201,22.999399,22.7729,22.8549,5.067925,76013110
14-05-1997,22.8666,23.1868,22.5035,23.120399,5.126799,163583090
15-05-1997,22.9799,23.1556,22.9018,22.972099,5.093914,89518854
16-05-1997,22.921301,23.077499,22.8901,23.0189,7.118479,53199637
19-05-1997,23.272699,23.514799,23.089199,23.206301,7.176433,73671772
20-05-1997,23.2141,23.335199,23.1322,23.2024,7.175228,29541696
21-05-1997,23.194599,23.194599,22.768999,22.843201,7.064146,70140880
22-05-1997,22.8901,22.921301,22.4527,22.6362,7.000132,112560890
23-05-1997,22.569901,22.995501,22.382401,22.6675,7.009811,152384110
26-05-1997,22.589399,22.741699,22.4527,22.5035,6.959095,65164978
27-05-1997,22.5933,22.8354,22.038799,22.230101,6.874547,154617888
28-05-1997,22.3356,22.48,22.011499,22.066099,6.823832,66318680
29-05-1997,22.0154,23.1322,21.9373,22.9799,7.106421,231919790
30-05-1997,23.120399,23.6164,22.9799,23.5109,7.270628,219328300
02-06-1997,23.702299,23.8936,23.471901,23.7843,7.355176,149851983
03-06-1997,23.819401,24.280199,23.507,23.6905,7.326169,165158707
04-06-1997,23.897499,24.002899,23.628099,23.7218,7.335847,79893570
05-06-1997,23.928699,24.6199,23.8428,24.268499,7.504914,271764777
06-06-1997,24.3661,24.463699,24.014601,24.065399,7.442104,124094713
09-06-1997,23.897499,24.354401,23.7803,24.124001,7.460227,148174569
10-06-1997,24.3661,24.600401,24.1943,24.490999,7.573719,140026306
11-06-1997,24.795601,25.0299,24.6824,24.780001,7.663091,129652588
12-06-1997,24.7878,25.377399,24.756599,25.3032,7.824886,187812761
13-06-1997,25.4594,25.654699,25.0299,25.2173,7.798324,141554545
16-06-1997,25.0611,25.146999,24.463699,24.627701,7.615994,123182379
17-06-1997,24.9128,25.2251,24.846399,24.979099,7.724662,124348246
18-06-1997,25.4594,25.728901,25.1744,25.283701,7.818857,109283530
19-06-1997,25.068899,26.8652,24.9557,26.7012,8.257212,264913629
20-06-1997,27.025299,28.544201,26.9823,28.091299,8.687096,325808884
23-06-1997,28.388,29.0284,28.3685,28.5091,8.816296,171096881
24-06-1997,28.505199,29.051901,28.364599,28.805901,8.90808,140073043
25-06-1997,29.598499,29.981199,28.5833,28.7824,8.900813,321658884
26-06-1997,28.759001,30.4576,27.4977,29.6532,9.170104,537659246
27-06-1997,29.426701,29.5595,28.7785,28.868299,8.927377,182571802
30-06-1997,28.505199,28.887899,28.2358,28.7668,8.895989,184442567
01-07-1997,29.051901,29.1924,28.270901,28.5599,8.832006,202130323
02-07-1997,28.930799,29.4345,28.7395,28.9074,8.93947,161212302
03-07-1997,28.759001,29.0128,28.4349,28.5247,8.82112,103292217
04-07-1997,28.6028,28.680901,27.857,28.0327,8.668972,141681952
07-07-1997,27.9585,28.5247,27.9077,28.142,8.702774,125784292
08-07-1997,28.079599,28.2514,27.646099,27.802299,8.597722,141226745
09-07-1997,28.427099,28.6458,28.349001,28.5403,8.825946,98328480
10-07-1997,28.7395,29.051901,28.466101,28.6653,8.864601,157831225
11-07-1997,28.302099,28.349001,27.903799,28.017099,8.664148,110773996
